SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePayments,IncomePerDependent
0,0.370305,53,0,2.087184,2656.0,7,0,2,0,0.0,0,2656.0
0,0.471453,47,0,10.0,5378.0,10,0,0,0,1.0,0,2689.0
0,0.05799,61,0,0.270043,1888.0,8,0,0,0,1.0,0,944.0
0,0.230625,43,0,0.769394,2892.0,14,0,0,0,0.0,0,2892.0
0,0.112237,51,0,0.201791,4602.0,11,0,0,0,0.0,0,4602.0
0,0.270644,68,0,0.791695,4996.5,6,1,1,0,1.0,1,2498.25
0,0.050871,56,0,2.633409,5327.0,10,0,1,0,0.0,0,5327.0
0,0.293237,51,0,1.10874,18466.0,3,0,2,0,0.0,0,18466.0
0,0.341588,43,0,2.031733,5862.0,8,0,2,0,0.0,0,5862.0
0,0.209622,43,0,3.591999,3605.0,5,0,1,0,0.0,0,3605.0
0,0.236735,40,1,4.841512,16839.0,11,0,2,0,1.0,1,8419.5
0,0.26031,44,0,0.887703,6971.0,9,1,2,0,0.0,1,6971.0
0,0.101211,62,0,0.218165,2938.0,5,0,2,0,2.0,0,979.33
0,0.150208,48,0,0.280196,7161.0,5,0,1,0,1.0,0,3580.5
0,0.051656,33,0,0.507134,3889.0,3,0,0,0,2.0,0,1296.33
0,0.286146,76,0,0.43705,4996.5,8,0,1,1,0.0,1,4996.5
0,0.365241,56,0,0.112803,10391.0,9,0,1,0,0.0,0,10391.0
0,0.143988,32,0,0.593306,11801.0,10,0,0,0,0.0,0,11801.0
0,0.273606,45,0,0.709455,21383.0,13,0,1,0,0.0,0,21383.0
0,0.155397,53,0,0.206068,6889.0,7,0,2,0,0.0,0,6889.0
0,0.033002,75,0,0.56572,4027.0,6,0,1,0,0.0,0,4027.0
0,0.4442,36,0,0.148823,9585.0,8,0,1,0,1.0,0,4792.5
0,0.184862,65,0,0.813741,9699.0,7,0,1,0,0.0,0,9699.0
0,0.237352,71,0,0.225761,18226.0,8,0,0,0,0.0,0,18226.0
0,0.263352,43,0,0.895782,4742.0,8,0,1,0,1.0,0,2371.0
0,0.049178,48,0,1.253882,4305.0,8,0,0,0,0.0,0,4305.0
0,0.44802,37,0,1.589059,2772.0,10,0,1,0,1.0,0,1386.0
0,0.391218,49,0,5.079577,7555.0,11,0,0,0,0.0,0,7555.0
0,0.157668,51,0,1.064691,1424.0,8,0,2,0,0.0,0,1424.0
0,0.264639,61,1,0.577177,9144.0,11,0,0,0,0.0,1,9144.0
0,0.257497,67,5,1.846061,7865.0,7,0,0,0,0.0,5,7865.0
0,0.05489,41,0,0.090974,7848.0,11,0,1,1,0.0,1,7848.0
0,0.202719,24,0,0.363049,5489.0,11,0,2,0,2.0,0,1829.67
0,0.055171,51,4,0.339986,16753.0,5,0,0,0,0.0,4,16753.0
0,0.238219,56,1,0.237981,9873.0,4,0,2,0,1.0,1,4936.5
0,0.0565,55,0,0.469555,3024.0,5,0,0,0,1.0,0,1512.0
0,0.402823,47,0,7.463809,4996.5,12,0,1,1,3.0,1,1249.12
0,0.406933,53,0,0.463319,2431.0,12,0,2,0,0.0,0,2431.0
0,0.215447,73,0,1.120421,7639.0,9,0,0,0,2.0,0,2546.33
0,0.243894,57,1,0.224785,4996.5,8,0,2,1,0.0,2,4996.5
0,0.404524,46,0,0.244333,11692.0,14,0,0,0,1.0,0,5846.0
0,0.260246,44,0,0.200222,14162.0,9,0,1,0,1.0,0,7081.0
0,0.064183,49,0,0.249043,2432.0,8,0,1,0,0.0,0,2432.0
0,0.320542,74,0,3.66255,4236.0,9,0,2,0,0.0,0,4236.0
0,0.28571,49,0,0.379262,4996.5,10,0,2,0,1.0,0,2498.25
0,0.071847,51,0,0.243065,4996.5,4,0,4,0,3.0,0,1249.12
0,0.401908,45,0,1.053459,17809.0,9,0,2,0,1.0,0,8904.5
0,0.212838,67,0,0.687498,1276.0,10,0,2,0,1.0,0,638.0
0,0.141011,79,0,4.673418,3810.0,10,0,1,0,1.0,0,1905.0
0,0.054807,58,0,0.933624,3972.0,7,0,3,0,1.0,0,1986.0
0,0.396896,53,0,3.315047,1602.0,5,0,0,0,0.0,0,1602.0
0,0.46806,52,0,0.150251,4996.5,6,0,1,0,0.0,0,4996.5
0,0.330591,21,0,0.536558,6920.0,3,0,0,0,0.0,0,6920.0
0,0.319039,62,1,1.452959,4996.5,2,0,2,0,0.0,1,4996.5
0,0.271416,53,1,0.269218,1428.0,5,0,1,0,0.0,1,1428.0
0,0.3923,57,0,0.677342,48984.0,4,0,1,0,0.0,0,48984.0
0,0.555155,42,0,0.147014,6081.0,11,0,2,0,0.0,0,6081.0
0,0.049535,46,0,0.568687,5374.0,12,0,1,0,0.0,0,5374.0
0,0.13743,46,0,0.104793,2041.0,5,0,0,0,0.0,0,2041.0
0,0.153709,66,0,0.239745,6054.0,10,0,0,0,1.0,0,3027.0
0,0.126922,46,0,0.131472,4309.0,11,0,1,0,2.0,0,1436.33
0,0.181779,81,0,0.464231,4996.5,8,0,0,0,4.0,0,999.3
0,0.137443,58,0,1.136667,2087.0,10,1,3,0,0.0,1,2087.0
0,0.53469,34,0,0.116329,4996.5,2,0,2,0,0.0,0,4996.5
0,0.26192,50,0,1.072496,23276.0,5,0,2,0,0.0,0,23276.0
0,0.121759,42,0,0.292516,6592.0,7,0,0,0,0.0,0,6592.0
0,0.111835,21,0,0.047169,4996.5,8,0,0,5,0.0,5,4996.5
0,0.167824,74,1,1.500304,4338.0,5,0,1,1,0.0,2,4338.0
0,0.296273,61,0,0.959041,4585.0,7,0,1,0,0.0,0,4585.0
0,0.223386,59,0,0.383244,11763.0,8,0,2,0,1.0,0,5881.5
0,0.280213,54,0,1.70105,18587.0,7,0,1,0,0.0,0,18587.0
0,0.029313,32,0,7.462286,13917.0,6,0,2,0,0.0,0,13917.0
0,0.368058,45,0,0.691497,4996.5,6,0,1,0,1.0,0,2498.25
0,0.41613,63,0,2.487698,4658.0,10,0,1,0,0.0,0,4658.0
0,0.499494,37,2,0.085257,6136.0,7,0,2,0,2.0,2,2045.33
0,0.485919,21,0,0.979301,4996.5,7,0,0,0,1.0,0,2498.25
0,0.311209,48,0,1.062438,4996.5,13,0,0,0,0.0,0,4996.5
0,0.511824,50,3,1.040111,9475.0,11,0,1,0,1.0,3,4737.5
0,0.024683,53,0,0.111566,10962.0,8,0,1,0,2.0,0,3654.0
1,0.120575,62,0,0.312423,4996.5,8,0,2,2,0.0,2,4996.5
0,0.460858,60,0,0.88507,3776.0,7,0,1,0,0.0,0,3776.0
0,0.257754,55,0,0.555908,1650.0,9,0,1,0,1.0,0,825.0
0,0.516548,68,1,0.398206,4996.5,5,0,0,0,0.0,1,4996.5
0,0.189718,30,0,1.331813,4996.5,9,0,1,0,1.0,0,2498.25
0,0.427583,59,0,0.264732,3355.0,9,0,0,0,0.0,0,3355.0
0,0.371828,60,2,0.37639,8514.0,12,0,1,0,1.0,2,4257.0
0,0.210701,34,3,1.204007,8574.0,12,0,0,0,0.0,3,8574.0
0,0.040119,30,0,2.362994,5728.0,10,0,0,0,0.0,0,5728.0
0,0.15873,41,0,0.866019,4996.5,4,0,3,0,1.0,0,2498.25
0,0.201298,42,0,4.182893,2347.0,10,0,0,0,1.0,0,1173.5
0,0.473742,62,0,4.010286,792.0,10,0,3,0,0.0,0,792.0
0,0.239754,43,0,5.106692,4996.5,6,0,2,0,0.0,0,4996.5
0,1.0,40,0,0.180287,3596.0,5,0,1,0,0.0,0,3596.0
0,0.325324,43,0,0.542641,11824.0,8,0,0,0,2.0,0,3941.33
0,0.086013,67,0,0.713604,4996.5,8,0,2,1,1.0,1,2498.25
0,0.4106,52,2,0.181143,3244.0,18,0,2,0,0.0,2,3244.0
0,0.412934,49,0,0.477995,4996.5,10,0,2,0,1.0,0,2498.25
0,0.639609,50,0,0.265053,8311.0,10,0,1,0,0.0,0,8311.0
0,0.457146,70,0,0.045937,4996.5,8,0,2,0,1.0,0,2498.25
0,0.43673,41,0,0.170174,11507.0,7,0,1,0,2.0,0,3835.67
1,0.429206,70,2,0.626385,7981.0,11,0,1,0,0.0,2,7981.0
0,0.278935,54,1,4.669743,1509.0,8,2,2,0,0.0,3,1509.0
0,0.145316,49,0,0.125939,3709.0,10,0,1,0,1.0,0,1854.5
0,0.168921,87,1,2.670775,23338.0,10,0,0,0,1.0,1,11669.0
0,0.221201,37,0,0.606907,12058.0,6,0,2,0,4.0,0,2411.6
0,0.30284,47,0,0.516192,1436.0,10,0,1,0,0.0,0,1436.0
0,0.109707,34,5,0.221982,4700.0,11,0,2,0,1.0,5,2350.0
0,0.233934,65,0,0.355612,6571.0,8,0,1,0,1.0,0,3285.5
0,0.288263,75,0,0.446521,4996.5,3,0,2,5,0.0,5,4996.5
0,0.349995,75,0,1.459716,774.0,7,0,2,0,0.0,0,774.0
0,0.27603,69,0,0.503782,4996.5,10,0,0,0,0.0,0,4996.5
0,0.322941,49,0,5.197568,2617.0,13,0,1,0,2.0,0,872.33
0,0.135436,46,0,0.151107,4996.5,7,0,1,0,0.0,0,4996.5
0,0.446114,28,0,3.513634,3700.0,4,0,0,0,0.0,0,3700.0
0,0.064144,80,0,0.257321,4416.0,12,0,0,0,0.0,0,4416.0
0,0.122775,58,0,0.290084,4879.0,7,0,2,0,1.0,0,2439.5
0,0.35818,45,0,0.995252,2423.0,5,0,0,0,0.0,0,2423.0
0,0.300565,70,0,0.14903,4120.0,6,0,1,0,2.0,0,1373.33
0,0.093782,38,0,4.023592,1204.0,6,0,1,0,1.0,0,602.0
0,0.351725,57,0,0.527962,6303.0,13,0,0,0,2.0,0,2101.0
1,0.162078,49,0,0.701771,500.0,8,0,0,0,0.0,0,500.0
0,0.070828,60,1,0.627065,3898.0,5,0,1,0,1.0,1,1949.0
0,0.133516,51,1,1.912513,4996.5,5,0,0,0,1.0,1,2498.25
0,0.091088,31,0,0.22851,4996.5,9,3,0,0,0.0,3,4996.5
0,0.03707,53,0,0.14321,8717.0,7,0,1,0,1.0,0,4358.5
0,0.40685,66,0,0.762077,12389.0,7,0,1,0,0.0,0,12389.0
0,0.115951,51,0,0.52036,348.0,12,0,2,0,0.0,0,348.0
0,0.348147,62,0,0.37341,4354.0,8,0,2,0,2.0,0,1451.33
0,0.578431,37,0,1.886003,492.0,13,0,1,0,1.0,0,246.0
0,0.044397,51,0,0.396737,4471.0,10,0,3,0,0.0,0,4471.0
0,0.339368,43,1,0.113945,4886.0,12,0,0,0,1.0,1,2443.0
0,0.247593,62,0,10.0,674.0,7,0,0,0,1.0,0,337.0
0,0.167376,52,0,0.247865,22922.0,12,0,1,0,0.0,0,22922.0
0,0.593992,61,1,1.258598,6178.0,6,0,1,0,2.0,1,2059.33
0,0.437984,67,2,0.522076,4996.5,6,0,1,0,2.0,2,1665.5
0,0.631246,61,1,0.029943,15871.0,5,0,3,2,0.0,3,15871.0
0,0.231756,55,1,0.237207,1168.0,10,0,1,0,0.0,1,1168.0
0,0.408553,38,0,0.475202,1838.0,5,0,2,5,1.0,5,919.0
0,0.204086,51,0,0.02859,4996.5,9,0,0,0,0.0,0,4996.5
0,0.278539,44,0,0.162026,20761.0,8,2,1,0,1.0,2,10380.5
0,0.282258,47,1,0.285992,6411.0,4,0,0,0,0.0,1,6411.0
0,0.55555,46,0,0.411754,8329.0,9,0,2,0,0.0,0,8329.0
0,0.312206,38,1,2.807539,6252.0,8,0,0,0,0.0,1,6252.0
0,0.433267,24,0,0.45082,7777.0,15,0,1,1,0.0,1,7777.0
0,0.053597,42,0,0.299525,5231.0,12,0,2,0,1.0,0,2615.5
0,0.13532,54,0,1.782193,6104.0,10,0,0,0,1.0,0,3052.0
0,0.276829,33,0,0.216835,5356.0,3,0,0,0,1.0,0,2678.0
0,0.150551,52,2,5.237503,3020.0,9,0,0,0,0.0,2,3020.0
0,0.533415,78,0,0.248151,4734.0,9,0,3,0,0.0,0,4734.0
0,0.497624,66,0,0.377388,6117.0,6,0,3,0,1.0,0,3058.5
0,0.369081,75,2,0.45551,5369.0,10,0,3,0,0.0,2,5369.0
0,0.108084,57,0,1.262162,1506.0,7,0,1,5,2.0,5,502.0
0,0.167396,68,0,1.721777,1675.0,9,0,0,0,2.0,0,558.33
1,0.290963,41,1,0.887364,4996.5,6,0,0,0,1.0,1,2498.25
0,0.12658,42,0,0.318693,3844.0,8,0,1,0,0.0,0,3844.0
0,0.147754,21,0,0.147509,7846.0,10,0,2,0,1.0,0,3923.0
0,0.32349,68,0,0.923329,2051.0,9,0,0,0,1.0,0,1025.5
0,0.33465,73,0,1.162455,1512.0,4,0,0,0,1.0,0,756.0
0,0.392741,44,0,1.759356,2502.0,11,0,1,0,1.0,0,1251.0
0,0.618282,48,0,0.123085,4113.0,7,0,1,0,1.0,0,2056.5
0,0.385102,41,0,0.627408,2886.0,3,0,0,0,0.0,0,2886.0
0,1.0,57,0,0.137817,13837.0,5,0,0,0,0.0,0,13837.0
0,0.216298,67,0,0.72358,5673.0,7,0,0,1,1.0,1,2836.5
0,0.458643,27,0,0.306119,21571.0,12,0,4,0,0.0,0,21571.0
1,1.0,57,0,0.263027,6792.0,6,0,2,0,0.0,0,6792.0
0,0.330641,48,0,2.922299,713.0,12,0,1,0,3.0,0,178.25
0,0.213831,53,0,2.34506,11439.0,9,0,1,0,0.0,0,11439.0
0,0.38084,58,0,0.77945,1469.0,9,0,1,0,1.0,0,734.5
0,0.343735,49,0,0.298139,5910.0,8,0,3,0,0.0,0,5910.0
0,0.12585,50,0,1.448916,2644.0,5,0,1,0,1.0,0,1322.0
0,0.102976,49,0,1.788612,27287.0,8,0,1,0,2.0,0,9095.67
0,0.412517,65,0,0.592703,15547.0,3,0,0,0,0.0,0,15547.0
0,0.30429,57,0,1.601908,2714.0,9,0,3,0,3.0,0,678.5
0,0.193949,55,0,0.616138,4438.0,16,0,2,0,0.0,0,4438.0
0,0.404628,34,0,0.319178,5977.0,8,0,1,0,0.0,0,5977.0
0,0.129872,46,2,0.868163,9805.0,10,0,1,5,2.0,7,3268.33
0,0.077003,64,0,0.159027,5030.0,10,0,0,0,0.0,0,5030.0
0,0.045083,52,0,0.19137,2164.0,4,0,0,0,0.0,0,2164.0
0,0.24065,61,0,0.087406,4996.5,5,0,0,1,0.0,1,4996.5
0,0.620636,76,0,3.795593,4897.0,9,0,1,0,2.0,0,1632.33
0,0.113408,66,0,0.320568,13194.0,12,0,2,0,0.0,0,13194.0
0,0.314854,53,0,2.936917,4996.5,7,0,0,0,0.0,0,4996.5
0,0.18322,44,0,0.059173,4996.5,14,0,0,0,1.0,0,2498.25
0,0.154769,21,0,10.0,4996.5,7,0,0,0,2.0,0,1665.5
0,0.432959,49,0,0.466211,3606.0,7,0,0,0,1.0,0,1803.0
0,0.310701,47,0,0.857705,10019.0,5,0,4,0,0.0,0,10019.0
0,0.17631,57,1,0.140844,37108.0,7,0,0,0,1.0,1,18554.0
0,0.027376,49,0,0.498583,3688.0,7,0,2,0,1.0,0,1844.0
0,0.212057,47,0,0.276836,4996.5,12,0,1,2,1.0,2,2498.25
0,0.085681,27,0,0.200707,2707.0,14,0,0,0,0.0,0,2707.0
0,0.102171,38,0,0.41843,4492.0,8,0,3,0,0.0,0,4492.0
0,0.135415,58,0,0.079267,4996.5,7,0,1,0,0.0,0,4996.5
0,0.154968,76,1,6.237679,4209.0,7,0,1,0,3.0,1,1052.25
0,0.519431,50,1,0.438156,35256.0,5,0,0,0,1.0,1,17628.0
0,1.0,56,0,2.514108,4996.5,10,0,1,0,1.0,0,2498.25
0,0.281612,65,0,10.0,7859.0,5,0,1,0,0.0,0,7859.0
0,0.569304,40,0,0.262339,1049.0,8,0,1,0,0.0,0,1049.0
0,0.400986,57,0,0.928857,6943.0,4,0,1,0,0.0,0,6943.0
0,0.261149,41,0,1.072668,12254.0,12,0,1,0,0.0,0,12254.0
0,0.479852,64,0,0.134445,3222.0,6,0,0,0,1.0,0,1611.0
0,0.405259,54,0,1.680515,659.0,4,0,2,0,1.0,0,329.5
0,0.459744,56,0,3.104456,4765.0,8,0,0,0,0.0,0,4765.0
0,0.279599,41,0,0.364315,4996.5,14,0,1,1,0.0,1,4996.5
0,0.303342,61,0,1.03519,8771.0,14,0,2,0,0.0,0,8771.0
0,0.177407,81,0,0.704173,24556.0,10,0,1,0,1.0,0,12278.0
0,0.322346,37,0,0.476484,3626.0,8,0,0,0,0.0,0,3626.0
0,0.213138,47,0,2.083906,2477.0,10,0,0,0,1.0,0,1238.5
0,0.184875,55,1,0.265802,1932.0,6,0,0,0,4.0,1,386.4
0,0.441711,63,0,0.385783,5758.0,8,0,1,0,0.0,0,5758.0
0,0.287552,44,0,0.112362,7211.0,10,0,1,0,0.0,0,7211.0
0,0.666764,21,0,0.34307,3176.0,10,0,0,0,2.0,0,1058.67
0,0.163226,71,0,1.926296,9163.0,2,0,0,0,0.0,0,9163.0
0,0.063785,62,0,0.528151,4996.5,7,0,0,5,0.0,5,4996.5
0,0.422512,27,0,0.289215,5087.0,7,0,1,5,2.0,5,1695.67
0,0.308049,43,0,0.063803,2387.0,5,0,4,0,0.0,0,2387.0
0,0.292755,73,1,0.09614,3342.0,5,0,0,0,1.0,1,1671.0
0,0.077833,72,0,0.118873,4996.5,4,0,1,0,0.0,0,4996.5
0,0.019274,65,0,0.643036,5935.0,10,0,1,0,2.0,0,1978.33
0,0.174966,49,3,5.245977,5019.0,15,0,1,0,1.0,3,2509.5
0,0.250677,53,0,1.272683,5714.0,9,0,2,0,1.0,0,2857.0
0,0.514564,50,1,0.52045,7357.0,8,0,2,0,3.0,1,1839.25
0,0.075881,67,0,1.545617,4996.5,9,0,0,0,1.0,0,2498.25
0,1.0,39,0,0.32345,4996.5,7,0,0,0,0.0,0,4996.5
0,0.094765,40,0,0.020618,5109.0,7,0,1,0,0.0,0,5109.0
0,0.271434,66,0,1.448058,4996.5,10,0,1,0,0.0,0,4996.5
0,0.693215,51,0,1.799066,3081.0,8,0,2,0,0.0,0,3081.0
0,0.238322,71,0,0.151033,5117.0,4,0,1,0,0.0,0,5117.0
0,0.095979,42,0,0.68588,2727.0,9,0,0,0,1.0,0,1363.5
1,0.129939,51,0,2.168577,9780.0,10,5,1,0,2.0,5,3260.0
0,0.261752,39,1,0.114794,2901.0,5,0,0,0,2.0,1,967.0
0,0.140771,52,0,2.625193,5843.0,9,0,1,0,0.0,0,5843.0
0,0.451631,31,0,1.74009,5395.0,9,0,1,1,2.0,1,1798.33
0,0.360598,45,0,2.785984,8928.0,8,0,1,0,2.0,0,2976.0
0,0.606457,31,0,7.150065,10103.0,12,0,0,3,1.0,3,5051.5
0,0.196234,61,0,0.220465,4996.5,6,0,0,0,0.0,0,4996.5
0,0.390692,62,0,1.642592,911.0,8,0,1,1,2.0,1,303.67
0,0.194369,27,0,0.135571,12775.0,6,0,0,0,0.0,0,12775.0
0,0.254817,70,0,0.290924,16678.0,10,0,1,0,1.0,0,8339.0
0,0.050609,86,0,6.066556,3341.0,5,0,1,0,1.0,0,1670.5
0,0.162112,52,5,1.50121,5939.0,11,0,2,1,0.0,6,5939.0
0,0.486132,43,0,0.28666,2409.0,6,0,1,5,1.0,5,1204.5
0,0.253188,90,0,0.205441,1034.0,6,0,2,0,0.0,0,1034.0
0,0.502883,33,0,0.597373,2721.0,9,0,2,0,2.0,0,907.0
0,1.0,52,0,0.2422,4996.5,5,0,3,1,1.0,1,2498.25
1,1.0,54,0,0.07207,4996.5,10,0,3,0,1.0,0,2498.25
0,0.60464,70,5,0.521462,2282.0,3,0,1,0,0.0,5,2282.0
0,0.322934,57,0,0.126164,4996.5,7,0,2,0,0.0,0,4996.5
0,0.224384,45,0,0.318744,4871.0,6,0,2,0,1.0,0,2435.5
0,0.229117,38,0,4.976922,2653.0,12,0,0,0,0.0,0,2653.0
0,0.326757,47,2,0.346792,7591.0,9,0,1,0,1.0,2,3795.5
0,0.417024,37,2,0.10595,8478.0,6,0,1,0,1.0,2,4239.0
0,0.274098,52,0,1.340744,33001.0,8,0,2,0,0.0,0,33001.0
0,0.291241,44,0,0.717463,12094.0,11,0,1,0,1.0,0,6047.0
0,0.346866,31,0,2.03288,5969.0,8,0,1,0,0.0,0,5969.0
0,0.445582,69,0,0.605481,2992.0,6,0,3,0,0.0,0,2992.0
0,0.145023,45,0,0.634426,6216.0,10,0,0,0,0.0,0,6216.0
0,0.092053,34,0,0.877369,6382.0,13,0,2,0,3.0,0,1595.5
0,0.451813,49,0,2.691858,3259.0,13,1,2,0,1.0,1,1629.5
0,0.135863,52,0,0.160939,9200.0,8,0,2,0,1.0,0,4600.0
0,0.082309,27,0,2.170486,1606.0,8,0,0,0,0.0,0,1606.0
0,0.202896,56,0,0.756672,4996.5,8,0,1,0,1.0,0,2498.25
0,1.0,37,0,1.574315,4996.5,13,0,3,0,1.0,0,2498.25
0,0.551274,75,0,0.138321,3904.0,11,0,1,0,0.0,0,3904.0
0,0.418014,59,0,0.233325,4165.0,12,0,0,0,0.0,0,4165.0
0,0.515764,46,0,0.082683,4996.5,10,0,0,0,1.0,0,2498.25
0,0.261856,41,0,0.268515,2518.0,11,0,0,0,0.0,0,2518.0
0,0.23291,50,1,0.483967,4996.5,10,0,1,0,1.0,1,2498.25
0,1.0,60,0,0.127619,2176.0,12,0,0,0,2.0,0,725.33
1,1.0,51,0,0.26269,6339.0,6,0,1,0,3.0,0,1584.75
0,0.140625,48,0,0.867733,6842.0,6,0,0,0,3.0,0,1710.5
0,0.248059,52,2,2.020249,4996.5,9,0,2,0,1.0,2,2498.25
0,0.383624,43,0,0.543279,5210.0,13,0,1,0,0.0,0,5210.0
0,0.472591,47,0,0.703077,4996.5,8,0,2,0,0.0,0,4996.5
0,0.45568,22,0,0.460766,14955.0,5,0,1,0,0.0,0,14955.0
0,0.22632,65,0,0.275865,4996.5,5,0,0,0,1.0,0,2498.25
0,0.079117,56,0,0.404023,2912.0,5,0,2,0,0.0,0,2912.0
0,0.543946,41,1,0.426137,1845.0,6,0,1,0,2.0,1,615.0
0,0.150319,78,1,1.383855,1658.0,5,0,0,0,0.0,1,1658.0
0,0.302558,53,1,1.854449,17552.0,5,0,3,0,0.0,1,17552.0
1,0.128388,37,0,0.617546,7587.0,6,1,2,0,1.0,1,3793.5
0,1.0,63,0,0.263518,5498.0,9,0,2,0,2.0,0,1832.67
0,0.243887,57,0,0.04591,2906.0,7,0,2,0,1.0,0,1453.0
0,0.329091,57,0,0.188837,10158.0,9,0,2,0,2.0,0,3386.0
0,0.302678,46,0,0.866999,2541.0,6,0,1,1,1.0,1,1270.5
0,0.063009,58,1,0.381308,9273.0,5,0,3,0,1.0,1,4636.5
0,0.014915,48,0,0.44722,2445.0,5,0,1,0,1.0,0,1222.5
0,0.377678,59,0,0.09097,2934.0,10,0,2,0,0.0,0,2934.0
0,0.198722,25,0,0.396555,9014.0,8,0,0,0,1.0,0,4507.0
0,0.415008,45,0,1.478326,9809.0,12,0,2,0,2.0,0,3269.67
0,0.212343,76,0,0.07019,7926.0,11,0,0,0,0.0,0,7926.0
0,0.118775,41,0,0.006835,2122.0,11,0,1,0,1.0,0,1061.0
0,0.439853,43,0,0.127468,3437.0,9,0,1,0,0.0,0,3437.0
0,0.762344,45,0,0.779255,5572.0,6,0,2,0,0.0,0,5572.0
0,0.268791,34,0,0.1928,4996.5,8,0,2,0,0.0,0,4996.5
0,0.417888,21,0,1.517163,14717.0,13,0,1,0,1.0,0,7358.5
0,0.21433,48,0,1.892661,719.0,7,0,0,0,1.0,0,359.5
0,0.376223,53,0,0.108076,2635.0,10,0,0,0,0.0,0,2635.0
0,0.175876,51,0,1.667495,3269.0,11,1,1,0,3.0,1,817.25
0,0.253493,49,0,1.813492,505.0,6,0,0,0,0.0,0,505.0
1,0.207748,52,0,0.73441,1608.0,6,0,1,0,1.0,0,804.0
0,0.284828,66,0,0.443411,8104.0,13,2,2,0,1.0,2,4052.0
0,0.289543,49,0,2.155301,5035.0,1,0,1,0,0.0,0,5035.0
0,0.130434,43,0,4.319766,4996.5,5,0,0,0,0.0,0,4996.5
0,0.311311,48,5,0.54948,16918.0,12,0,0,0,0.0,5,16918.0
0,0.177047,60,0,0.819621,6949.0,7,0,3,0,1.0,0,3474.5
0,0.170075,71,0,1.433005,6314.0,8,0,1,0,1.0,0,3157.0
0,0.289767,43,0,5.204117,5180.0,10,0,1,0,1.0,0,2590.0
0,0.154867,53,0,2.859219,4996.5,2,0,1,0,2.0,0,1665.5
0,0.450251,56,0,0.331972,1610.0,10,0,2,0,1.0,0,805.0
0,0.025656,38,0,2.755195,5326.0,16,0,0,0,0.0,0,5326.0
0,0.241154,52,0,0.049621,8045.0,12,0,0,0,2.0,0,2681.67
0,0.344433,31,0,1.14758,6196.0,11,0,0,0,0.0,0,6196.0
0,0.421924,27,0,10.0,2406.0,8,0,1,0,2.0,0,802.0
0,0.277763,57,1,0.134418,10403.0,10,0,0,0,0.0,1,10403.0
0,0.448245,46,0,0.499972,16090.0,13,2,0,0,3.0,2,4022.5
0,0.098069,54,0,0.33543,10408.0,8,0,0,0,1.0,0,5204.0
0,0.209279,51,0,0.40344,10847.0,8,0,1,0,3.0,0,2711.75
0,0.225349,38,0,1.890546,3142.0,11,0,1,1,1.0,1,1571.0
0,0.246855,51,0,1.716099,4996.5,10,0,0,0,1.0,0,2498.25
0,0.370932,34,0,1.369334,5522.0,6,0,0,0,1.0,0,2761.0
0,0.040593,71,1,0.794617,7400.0,8,0,0,0,3.0,1,1850.0
0,0.439842,33,0,1.530577,4996.5,11,0,2,0,1.0,0,2498.25
0,0.371157,49,3,0.307985,4459.0,8,0,1,0,2.0,3,1486.33
0,0.084918,37,0,1.250791,2470.0,4,0,1,0,1.0,0,1235.0
0,0.056258,59,0,1.132724,4602.0,7,5,1,0,1.0,5,2301.0
0,0.668195,47,0,0.262131,4996.5,3,0,1,0,0.0,0,4996.5
0,0.406077,44,0,0.57362,3452.0,10,0,1,0,1.0,0,1726.0
0,0.130242,63,0,0.67812,10043.0,7,0,0,0,0.0,0,10043.0
0,0.208208,52,0,0.517089,4996.5,6,0,1,0,2.0,0,1665.5
0,0.115468,59,0,0.32936,3869.0,8,0,1,0,1.0,0,1934.5
0,0.371903,38,0,0.240855,14928.0,8,0,2,0,2.0,0,4976.0
0,0.551804,32,0,0.186687,3698.0,10,0,0,0,0.0,0,3698.0
0,0.433897,53,0,0.450989,16442.0,9,0,0,0,0.0,0,16442.0
0,0.207377,47,0,0.726722,6955.0,7,0,1,0,1.0,0,3477.5
0,0.41758,60,0,3.880214,4852.0,3,0,0,0,0.0,0,4852.0
0,0.370262,50,0,0.079301,4996.5,4,0,0,0,2.0,0,1665.5
0,0.501786,54,0,1.634127,4996.5,10,0,1,0,0.0,0,4996.5
0,0.313848,29,0,6.453066,4175.0,13,0,2,0,2.0,0,1391.67
0,0.381883,78,0,0.055331,1796.0,9,0,1,0,1.0,0,898.0
0,0.335412,49,0,5.502593,4129.0,5,0,2,0,1.0,0,2064.5
0,0.21328,61,0,4.297203,4996.5,10,0,0,0,0.0,0,4996.5
0,0.352743,40,5,0.699594,7854.0,12,0,1,0,1.0,5,3927.0
0,0.589762,56,0,0.469911,13974.0,8,0,2,0,1.0,0,6987.0
0,0.183823,33,0,0.279743,1841.0,6,0,0,0,1.0,0,920.5
0,0.479566,58,1,0.400732,19338.0,12,0,2,0,1.0,1,9669.0
0,0.058227,47,0,0.454731,4434.0,7,0,4,0,1.0,0,2217.0
0,0.610641,52,1,0.392306,4996.5,7,0,0,0,1.0,1,2498.25
